Description,Tag
aortic CT angiographic,anatomy.aorta.imaging
Aortic Arch Repair; aortic arch repair; aortic ligation; aortic reconstruction; aortic repair; descending thoracic aortic repair; distal aortic arch repair; elective abdominal aortic aneurysms repair; emergency aortic repair; in situ aortic reconstruction; open abdominal aortic; open aortic repair; open aortic surgery; open proximal thoracic aortic surgery; open thoracic aortic repairs; proximal aortic repair; secondary aortic ligation; thoracic aortic repair; thoraco-abdominal aortic repair; urgent aortic repair; Aortic ligation; Hybrid aortic arch repair; Laparoscopic aortic repair; Open aortic arch replacement; Open aortic repair; surgical aortic reconstruction,anatomy.aorta.surgery
Amaurosis fugax; Asymptomatic Carotid Atherosclerosis Study; Asymptomatic Carotid Stenosis; CAROTID; CCA; CCA clamping; CCA disease; COMMON CAROTID; Carotid Artery Disease; Carotid Artery Revascularisation; Carotid artery disease; Carotid artery injury; Carotid artery stenosis; Carotid intervention; Carotid interventions; European Carotid Surgery Trial; ICA; ICA flow reversal; ICA occlusion; ICA thrombosis; Screening for asymptomatic carotid disease; Symptomatic carotid stenosis; advanced common carotid disease; asymptomatic atherosclerotic carotid disease; asymptomatic carotid atherosclerosis; asymptomatic carotid stenoses; asymptomatic carotid stenosis; atherosclerotic carotid artery disease; atherosclerotic carotid disease; blunt carotid; blunt carotid artery injury; blunt carotid injury; carotid; carotid arteries; carotid artery; carotid artery disease; carotid artery imaging; carotid artery injuries; carotid artery injury; carotid artery stenosis; carotid atherosclerosis; carotid bifurcation; carotid blowout; carotid blowout syndrome; carotid bruit; carotid bulb denervation; carotid clamp release; carotid clamping; carotid disease; carotid embolisation; carotid end-arterectomy; carotid exposure; carotid injuries; carotid intervention; carotid interventions; carotid lesions; carotid near occlusion; carotid patch; carotid patch corrugation; carotid patches; carotid plaque; carotid procedures; carotid pulses; carotid revascularisation; carotid sinus baroreceptors; carotid sinus nerve blockade; carotid stenoses; carotid stenosis; carotid surgery; carotid territory; carotid territory symptoms; carotid territory transient ischaemic attack; carotid-cutaneous fistula; combined carotid; common carotid artery; concurrent carotid disease; contralateral carotid artery; contralateral carotid occlusion; defer carotid interventions; distal ICA disease; effect of carotid interventions; emergency carotid interventions; external carotid artery; external carotid artery disease; extracranial carotid; high internal carotid artery lesions; infected carotid; infected carotid patches; internal carotid artery; ipsilateral carotid stenosis; ipsilateral carotid territory symptoms; left common carotid artery; management of carotid webs; minor carotid artery injury; obstructive carotid; occlusive carotid injuries; penetrating carotid artery injuries; poor antegrade internal carotid artery flow; post-carotid hypotension; post-dissection internal carotid pseudoaneurysms; prophylactic carotid intervention; proximal CCA; proximal common carotid; proximal common carotid artery control; proximal left common carotid artery; recurrent carotid territory symptoms; right carotid; routine carotid imaging; screening for asymptomatic carotid disease; severe asymptomatic carotid stenoses; symptomatic atherosclerotic carotid disease; symptomatic carotid artery disease; symptomatic carotid stenosis; tandem ICA thrombosis; timing of carotid interventions; urgent carotid surgery; Atherosclerotic Carotid; Atherosclerotic carotid artery disease; Carotid Revascularization; Carotid territory symptoms; Infected carotid pseudoaneurysm; Management of asymptomatic carotid disease; Mycotic carotid; asymptomatic carotid artery stenoses; asymptomatic carotid artery stenosis; carotid Dacron patch infection; carotid web; symptomatic carotid disease,anatomy.carotid.disease
CAS; CAS practitioners; CCA endarterectomy; CCA transposition; CEA; CEA.; CEA/CAS; Carotid Endarterectomy; Carotid Stenting Trialists Collaboration; Carotid artery stenting; Carotid endarterectomy; Carotid ligation; North American Symptomatic Carotid Endarterectomy Trial; carotid angioplasty; carotid artery reconstruction; carotid artery stenting; carotid artery stenting (CAS); carotid bypass; carotid endarterectomy; carotid endarterectomy (CEA); carotid injury repair; carotid stent; carotid stent procedures; carotid stenting; carotid-carotid bypass graft; carotid-subclavian bypass; contralateral CEA; conventional carotid endarterectomy; delaying carotid endarterectomy; high risk for CEA; post-CEA hypertension; prophylactic carotid endarterectomy; protection during CAS; re-do carotid endarterectomy; staged CEA; staged carotid endarterectomy; synchronous CEA; synchronous carotid endarterectomy; synchronous carotid stenting; transfemoral CAS; transfemoral carotid artery stenting; urgent CEA; CAROTID ARTERY STENTING; Carotid stent design; Carotid stent infection; Eversion carotid endarterectomy; TCAR; Timing of carotid stenting; carotid bypass surgery; high risk for CAS; subclavian-to-carotid transposition; transfemoral carotid stenting,anatomy.carotid.surgery
Asymptomatic coeliac artery; celiac; celiac arteries; celiac artery; celiac artery compression; celiac artery compression syndrome; celiac stenosis; celiac trunk; coeliac arteries; coeliac artery; coeliac artery aneurysm; coeliac artery aneurysms; coeliac artery disease; coeliac artery occlusion; coeliac artery release; coeliac artery stenosis; coeliac plexus blockade; coeliac portions; coeliac trunk,anatomy.celiac.disease
celiac duplex scanning,anatomy.celiac.imaging
BEST-CLI; BEST-CLI trial; CLI; CLTI; CLTI prevalence; CLTI research; CLTI techniques; CLTI trial; CLTI trial design; CLTI trial protocols; CLTI trials; GVG on CLTI; advanced CLTI; comparator CLTI; freedom from CLTI; no-option CLTI; suspected CLTI; untreated CLTI; CLTI Management; CLTI diagnosis; Patient with CLTI,anatomy.lowerlimb.clti
Abdominal Aorto-iliac Artery Aneurysms; CFA; CFA waveform; CIA; Common femoral artery; Crural; Deep femoral artery; EIA; Femoro-popliteal; IIA flow; Iliac; Iliac arteries; Infrainguinal disease; Pedal arch; Pedal disease; Popliteal artery; SFA; SFA origin; Superficial femoral artery; TAP tibial artery; abdominal aorto-iliac aneurysms; abdominal aorto-iliac artery aneurysms; anterior tibial artery; aorto-iliac; aorto-iliac anatomy; aorto-iliac aneurysms; aorto-iliac lesions; aorto-iliac occlusive; aorto-iliac occlusive disease; aorto-iliac position; aorto-iliac surgery; aorto-uni-iliac device; axillo-femoral; axillo-popliteal; bilateral CIA occlusions; common femoral artery; common femoral artery disease; common iliac artery; common iliac artery aneurysm; common iliac artery injury; crural arteries; crural vessels; deep femoral artery; distal SFA; distal peroneal arteries; distal tibial; enfermedad arterial pedal; external iliac artery; external iliac artery injury; femoral; femoral access; femoral approach; femoral arteries; femoral artery; femoral artery bifurcation; femoral artery catheterisation; femoral artery plaque; femoral artery plaque burden; femoral calcification; femoral catheterisation; femoral incision; femoral pulse; femoral pulses; femoral route; femoral veins; femoral-popliteal region; femoral-to-radial arterial pressure gradient; iliac; iliac aneurysms; iliac arteries; iliac artery; iliac artery aneurysm; iliac artery aneurysms; iliac artery injury; iliac artery lesions; iliac artery occlusions; iliac artery stenoses; iliac branch devices; iliac fixation length; iliac injuries; iliac lesions; iliac limb; iliac outflow obstruction; iliac veins; iliac vessel injuries; ilio-femoral artery disease; incompressible crural arteries; infra-inguinal; infra-inguinal arteries; infra-inguinal bypasses; infra-inguinal revascularisation; infra-inguinal vascular procedure; infrainguinal; infrainguinal anatomic stages; infrainguinal disease; infrainguinal revascularization; infrainguinal surgical revascularization; infrainguinal vascular procedures; infrarenal aorto-iliac occlusion; internal and external iliac arteries; internal iliac artery; internal iliac artery embolisation; lateral circumflex femoral artery; pedal arch; pedal arches; pedal tissue loss; pedal vessels; pedal wounds; peroneal artery; peroneal nerve; popliteal; popliteal VAs; popliteal aneurysm; popliteal artery; popliteal artery aneurysm; popliteal artery entrapment syndrome; popliteal artery injury; popliteal compartment pressure; popliteal entrapment syndrome; popliteal fossa; popliteal pulse; popliteal pulses; posterior tibial artery; posterior tibial pulse; right common iliac artery; significant CFA disease; superficial femoral artery; superficial femoral artery injuries; tibial; tibial and foot vessels; tibial arteries; tibial artery; tibial bypasses; tibial lesions; tibial revascularisation; tibial revascularization; tibial vessel injury; tibial vessels; unilateral CIA stenoses; unilateral iliac artery; Aorto-iliac disease; Aorto-iliac segment; Axillo-iliac; Thrombosed popliteal artery aneurysm; aorto-iliac aneurysmal disease; aorto-iliac arteries; complicated iliac lesions; pedal modifier; popliteal aneurysms; ruptured iliac arteries; thrombosed popliteal aneurysm; thrombosed popliteal artery; thrombosed popliteal artery aneurysm,anatomy.lowerlimb.disease
iliac stenting; infra-inguinal endovascular intervention; infrainguinal endovascular intervention,anatomy.lowerlimb.endovascular
CFA endarterectomy; Infrainguinal bypass surgery; aortobi-iliac bypass; common femoral endarterectomy; crural artery bypass; iliac aneurysm repair; infra-inguinal bypass surgery; infra-inguinal endarterectomy; infrainguinal bypass; infrainguinal bypass surgery; infrainguinal prosthetic bypass; open CFA endarterectomy; open popliteal aneurysm repair; popliteal artery injury repair; tibial bypass surgery; Bilateral internal iliac artery ligation; Tibial bypass; infrainguinal endarterectomy,anatomy.lowerlimb.surgery
Chronic mesenteric ischaemia; Chronic mesenteric ischemia; Dutch Mesenteric Ischaemia Study Group; IMA; IMA embolisation; IMA stenosis; IMA stents; Mesenteric; Mesenteric Arteries; Mesenteric arteries; Mesenteric oedema; Mesenteric venous thrombosis; Occluded superior mesenteric vein; SMA; SMA diameter; SMA emboli; SMA embolism; SMA occlusion; SMA remodelling; SMA stenosis; SMA thrombosis; Superior mesenteric artery; acute SMA embolism; acute SMA occlusion; acute embolic mesenteric ischaemia; acute mesenteric; acute mesenteric ischaemia; acute mesenteric ischemia; acute mesenteric revascularisation; acute mesenteric vein; acute mesenteric vein thrombosis; acute mesenteric venous thrombosis; acute venous mesenteric ischaemia; acute venous mesenteric thrombosis; another mesenteric artery; arterial mesenteric ischaemia; asymptomatic atherosclerotic mesenteric artery disease; atherosclerotic mesenteric artery disease; chronic SMA occlusion; chronic arterial mesenteric ischaemia; chronic mesenteric ischaemia; chronic mesenteric ischemia; idiopathic acute mesenteric vein thrombosis; inferior mesenteric artery; inferior mesenteric vein; isolated SMA stenosis; isolated superior mesenteric artery stenosis; mesenteric; mesenteric arterial disease; mesenteric arterial stenoses; mesenteric arterial stenosis; mesenteric arteries; mesenteric artery; mesenteric artery complications; mesenteric artery disease; mesenteric artery dissection; mesenteric artery occlusion; mesenteric artery pressure; mesenteric artery revascularisation; mesenteric artery stenosis; mesenteric artery stents; mesenteric atherosclerosis; mesenteric atherosclerotic disease; mesenteric fat stranding; mesenteric hypoperfusion; mesenteric ischaemia; mesenteric ischaemia.; mesenteric ischemia; mesenteric occlusive disease; mesenteric oedema; mesenteric revascularisation; mesenteric vasculature; mesenteric vein recanalisation; mesenteric vein thrombosis; mesenteric veins; mesenteric venous thrombosis; mesenteric vessel patency; non-occlusive mesenteric ischaemia; occluded superior mesenteric artery; recurrent mesenteric venous thrombosis; single vessel mesenteric disease; stenotic mesenteric artery; superior mesenteric; superior mesenteric arteries; superior mesenteric artery; superior mesenteric artery aneurysm; superior mesenteric artery disease; superior mesenteric artery injuries; superior mesenteric artery injury; superior mesenteric artery revascularisation; superior mesenteric artery.; superior mesenteric vein; symptomatic chronic mesenteric ischemia; venous mesenteric ischaemia; venous mesenteric thrombosis; Acute mesenteric ischaemia; Acute mesenteric venous thrombosis; Asymptomatic mesenteric artery occlusive disease; CHRONIC ARTERIAL MESENTERIC ISCHAEMIA; Mesenteric stenosis; NON-OCCLUSIVE MESENTERIC ISCHAEMIA; Non-occlusive mesenteric ischaemia; acute arterial mesenteric ischaemia; acute mesenteric arterial revascularisation; mesenteric artery occlusive disease; superior mesenteric artery aneurysms; superior mesenteric artery dissection,anatomy.mesenteric.disease
Mesenteric duplex scanning; mesenteric duplex scanning,anatomy.mesenteric.imaging
Retrograde open mesenteric artery stenting; SMA transposition; endovascular mesenteric artery; mesenteric angioplasty; mesenteric artery repair; mesenteric artery stenting; mesenteric bypass; mesenteric bypass surgery; mesenteric endarterectomy; mesenteric stenting; open mesenteric artery; open mesenteric reconstructions; open mesenteric revascularization; retrograde iliac-SMA bypass; Open SMA embolectomy; Retrograde open mesenteric stenting; inferior mesenteric artery stenting; retrograde open mesenteric artery stenting; retrograde open mesenteric stenting; superior mesenteric artery transposition,anatomy.mesenteric.surgery
Catalan Renal Registry; RAAS; RAAS activation; RAS; RAS revascularisation; Renal Data System; Renal artery disease; Renal elimination; Renal insufficiency; SMA to lowest renal; accessory renal arteries; acute renal failure; arteria renal; asymptomatic renal artery aneurysm; atherosclerotic RAS; atherosclerotic bilateral renal artery; atherosclerotic renal artery; atherosclerotic renal artery stenosis; bilateral severe renal artery stenosis; blunt renal injuries; blunt renal trauma; chronic renal failure; chronic renal insufficiency; cold renal perfusion; end stage renal disease; end-stage renal disease; estenosis de la arteria renal; función renal; irreversible renal damage; large accessory renal arteries; left renal vein; left renal vein compression; living related renal transplant; post-operative renal dysfunction; renal; renal adverse reactions; renal allograft; renal allograft failure; renal arteries; renal artery; renal artery aneurysm; renal artery aneurysms; renal artery disease; renal artery dissection; renal artery occlusion; renal artery stenosis; renal autotransplantation; renal benefits; renal complications; renal data system; renal disease; renal dysfunction; renal elimination; renal events; renal failure; renal function; renal function preservation; renal hypothermia; renal impairment; renal infarction; renal injuries; renal insufficiency; renal ischaemia; renal malperfusion; renal perfusion; renal physicians; renal replacement therapy; renal resistance index; renal size; renal target vessel; renal transplantation; renal trauma; renal vascular injury; renal vasculature; renal vein; renal vein injuries; renal veins; renal vessel injuries; selective renal artery perfusion; severe renal artery injury; severe renal impairment; symptomatic renal artery dissection; traumatic renal artery occlusion; treated end-stage renal disease; unilateral renal artery stenosis; Atherosclerotic renal disease; End-stage renal disease; Renal artery stenosis; Suspected renal artery stenosis; UK renal registry; atherosclerotic renal arterial disease; enfermedad renal crónica; renal artery revascularisation,anatomy.renal.disease
Percutaneous transluminal renal artery angioplasty; left renal vein transposition; percutaneous renal artery angioplasty; percutaneous transluminal renal angioplasty; percutaneous transluminal renal artery angioplasty; renal artery angioplasty; renal artery bypass; renal artery repair; renal artery stenting; Ligation of the renal artery,anatomy.renal.surgery
Ankle Brachial Index; Axillary artery; INNOMINATE ARTERIES; Subclavian artery; VERTEBRAL; Vertebral Artery Disease; Vertebral artery injury; aberrant subclavian artery; aneurysmatic subclavian artery; ankle brachial index; ankle-brachial index; axillary artery; axillo-subclavian arterial injury; axillo-subclavian injuries; bilateral invasive radial artery; brachial; brachial approach; brachial artery; brachial artery flow; brachial pulses; brachial route; brachial systolic pressure; brachial-antecubital; brachial-basilic; brachiocephalic; brachiocephalic artery; contralateral brachial artery; coverage of the left subclavian artery; dominant left vertebral artery; extracranial vertebral artery; extracranial vertebral artery injury; extracranial vertebral artery stenosis; innominate; innominate artery; innominate artery bifurcation injury; innominate stenoses; left subclavian; left subclavian artery; low ankle-brachial index; normal ankle brachial index; penetrating vertebral artery injury; preventive left subclavian artery revascularization; prosthetic axillo-axillary loops; prosthetic brachial-antecubital forearm loop; proximal brachial artery; radial arterial injury; radial artery; radial pulse; radial pulses; radial-cephalic; subclavian arteries; subclavian artery; subclavian artery injuries; subclavian artery injury; subclavian steal syndrome; subclavian stenosis; toe brachial index; toe-brachial index; traumatic subclavian artery injuries; ulnar arterial injury; ulnar artery; ulnar pulses; vertebral; vertebral arteries; vertebral artery; vertebral artery disease; vertebral artery dissection; vertebral artery injuries; vertebral artery injury; vertebral artery intervention; vertebral artery interventions; vertebral artery revascularisation; vertebral artery sacrifice; vertebral artery stenosis; vertebral stenosis; Aberrant subclavian artery; Ankle brachial index; Ankle-brachial index; Delayed left subclavian artery revascularisation; ankle brachial pressure index; asymptomatic vertebral artery disease; atherosclerotic vertebral artery disease; brachial-basilic arteriovenous fistula; inner radial arterial diameter; left subclavian artery coverage; routine left subclavian artery revascularisation,anatomy.upperlimb.disease
